name,position,country,height,date_of_birth,season,club_name
Joel Mumbongo,Forward,Sweden,188cm,09/01/1999,2020/2021,Burnley
Joel Mumbongo,Forward,Sweden,188cm,09/01/1999,2019/2020,Burnley
Okay Yokuslu,Midfielder,Turkey,190cm,09/03/1994,2020/2021,West Bromwich Albion (Loan)
Leon Balogun,Defender,Nigeria,190cm,28/06/1988,2019/2020,Brighton and Hove Albion
Leon Balogun,Defender,Nigeria,190cm,28/06/1988,2018/2019,Brighton and Hove Albion
Pedro Chirivella,Midfielder,Spain,178cm,23/05/1997,2019/2020,Liverpool
Pedro Chirivella,Midfielder,Spain,178cm,23/05/1997,2018/2019,Liverpool
Mark Gillespie,Goalkeeper,England,192cm,27/03/1992,2021/2022,Newcastle United
Mark Gillespie,Goalkeeper,England,192cm,27/03/1992,2020/2021,Newcastle United
Chris Wood,Forward,New Zealand,191cm,07/12/1991,2021/2022,Newcastle United
Chris Wood,Forward,New Zealand,191cm,07/12/1991,2021/2022,Burnley
Chris Wood,Forward,New Zealand,191cm,07/12/1991,2020/2021,Burnley
Chris Wood,Forward,New Zealand,191cm,07/12/1991,2019/2020,Burnley
Chris Wood,Forward,New Zealand,191cm,07/12/1991,2018/2019,Burnley
Thierry Small,Defender,England,,01/08/2004,2021/2022,Southampton
Thierry Small,Defender,England,,01/08/2004,2021/2022,Everton
Thierry Small,Defender,England,,01/08/2004,2020/2021,Everton
Mason Holgate,Defender,England,184cm,22/10/1996,2021/2022,Everton
Mason Holgate,Defender,England,184cm,22/10/1996,2020/2021,Everton
Mason Holgate,Defender,England,184cm,22/10/1996,2019/2020,Everton
Mason Holgate,Defender,England,184cm,22/10/1996,2018/2019,Everton
Allan McGregor,Goalkeeper,Scotland,183cm,31/01/1982,2018/2019,Cardiff City (Loan)
Maksim Paskotsi,Defender,Estonia,,19/01/2003,2021/2022,Tottenham Hotspur
Maksim Paskotsi,Defender,Estonia,,19/01/2003,2021/2022,Tottenham Hotspur
Maksim Paskotsi,Defender,Estonia,,19/01/2003,2021/2022,Tottenham Hotspur
Liam Cooper,Defender,Scotland,180cm,30/08/1991,2021/2022,Leeds United
Liam Cooper,Defender,Scotland,180cm,30/08/1991,2020/2021,Leeds United
Alexander Tettey,Midfielder,Norway,180cm,04/04/1986,2019/2020,Norwich City
Benik Afobe,Forward,DR Congo,183cm,12/02/1993,2019/2020,Wolverhampton Wanderers
Benik Afobe,Forward,DR Congo,183cm,12/02/1993,2018/2019,Wolverhampton Wanderers
Bernard,Forward,Brazil,164cm,08/09/1992,2021/2022,Everton
Bernard,Forward,Brazil,164cm,08/09/1992,2020/2021,Everton
Bernard,Forward,Brazil,164cm,08/09/1992,2019/2020,Everton
Bernard,Forward,Brazil,164cm,08/09/1992,2018/2019,Everton
Steven Sessegnon,Defender,England,175cm,18/05/2000,2020/2021,Fulham
Steven Sessegnon,Defender,England,175cm,18/05/2000,2018/2019,Fulham
Dominic Revan,Defender,England,,19/09/2000,2020/2021,Aston Villa
Dominic Revan,Defender,England,,19/09/2000,2019/2020,Aston Villa
Kasey Palmer,Midfielder,Jamaica,175cm,09/11/1996,2019/2020,Chelsea
Kasey Palmer,Midfielder,Jamaica,175cm,09/11/1996,2018/2019,Chelsea
Virgil van Dijk,Defender,Netherlands,193cm,08/07/1991,2021/2022,Liverpool
Virgil van Dijk,Defender,Netherlands,193cm,08/07/1991,2020/2021,Liverpool
Virgil van Dijk,Defender,Netherlands,193cm,08/07/1991,2019/2020,Liverpool
Virgil van Dijk,Defender,Netherlands,193cm,08/07/1991,2018/2019,Liverpool
Josh Feeney,Midfielder,England,,06/05/2005,2021/2022,Aston Villa
Juan Foyth,Defender,Argentina,179cm,12/01/1998,2020/2021,Tottenham Hotspur
Juan Foyth,Defender,Argentina,179cm,12/01/1998,2019/2020,Tottenham Hotspur
Juan Foyth,Defender,Argentina,179cm,12/01/1998,2018/2019,Tottenham Hotspur
Sean Longstaff,Midfielder,England,180cm,30/10/1997,2021/2022,Newcastle United
Sean Longstaff,Midfielder,England,180cm,30/10/1997,2020/2021,Newcastle United
Sean Longstaff,Midfielder,England,180cm,30/10/1997,2019/2020,Newcastle United
Sean Longstaff,Midfielder,England,180cm,30/10/1997,2018/2019,Newcastle United
Matthew Pennington,Defender,England,185cm,06/10/1994,2019/2020,Everton
Matthew Pennington,Defender,England,185cm,06/10/1994,2018/2019,Everton
Callum Robinson,Forward,Ireland,178cm,02/02/1995,2020/2021,West Bromwich Albion
Callum Robinson,Forward,Ireland,178cm,02/02/1995,2020/2021,West Bromwich Albion (Loan)
Callum Robinson,Forward,Ireland,178cm,02/02/1995,2019/2020,Sheffield United
Joe Gelhardt,Forward,England,175cm,04/05/2002,2021/2022,Leeds United
Joe Gelhardt,Forward,England,175cm,04/05/2002,2021/2022,Leeds United
Joe Gelhardt,Forward,England,175cm,04/05/2002,2020/2021,Leeds United
Andi Zeqiri,Forward,Switzerland,181cm,22/06/1999,2021/2022,Brighton and Hove Albion
Andi Zeqiri,Forward,Switzerland,181cm,22/06/1999,2020/2021,Brighton and Hove Albion
Marc Cucurella,Defender,Spain,172cm,22/07/1998,2021/2022,Brighton and Hove Albion
David Silva,Midfielder,Spain,173cm,08/01/1986,2020/2021,Manchester City
David Silva,Midfielder,Spain,173cm,08/01/1986,2019/2020,Manchester City
David Silva,Midfielder,Spain,173cm,08/01/1986,2018/2019,Manchester City
Morgan Schneiderlin,Midfielder,France,181cm,08/11/1989,2019/2020,Everton
Morgan Schneiderlin,Midfielder,France,181cm,08/11/1989,2018/2019,Everton
Wayne Hennessey,Goalkeeper,Wales,198cm,24/01/1987,2021/2022,Burnley
Wayne Hennessey,Goalkeeper,Wales,198cm,24/01/1987,2021/2022,Crystal Palace
Wayne Hennessey,Goalkeeper,Wales,198cm,24/01/1987,2020/2021,Crystal Palace
Wayne Hennessey,Goalkeeper,Wales,198cm,24/01/1987,2019/2020,Crystal Palace
Wayne Hennessey,Goalkeeper,Wales,198cm,24/01/1987,2018/2019,Crystal Palace
Tolaji Bola,Defender,England,188cm,04/01/1999,2020/2021,Arsenal U21
Tolaji Bola,Defender,England,188cm,04/01/1999,2019/2020,Arsenal U21
Antonio Rüdiger,Defender,Germany,190cm,03/03/1993,2021/2022,Chelsea
Antonio Rüdiger,Defender,Germany,190cm,03/03/1993,2020/2021,Chelsea
Antonio Rüdiger,Defender,Germany,190cm,03/03/1993,2019/2020,Chelsea
Antonio Rüdiger,Defender,Germany,190cm,03/03/1993,2018/2019,Chelsea
Hélder Costa,Forward,Angola,178cm,12/01/1994,2021/2022,Leeds United
Hélder Costa,Forward,Angola,178cm,12/01/1994,2020/2021,Leeds United
Hélder Costa,Forward,Angola,178cm,12/01/1994,2020/2021,Leeds United
Hélder Costa,Forward,Angola,178cm,12/01/1994,2019/2020,Wolverhampton Wanderers
Hélder Costa,Forward,Angola,178cm,12/01/1994,2018/2019,Wolverhampton Wanderers
Alexandre Lacazette,Forward,France,175cm,28/05/1991,2021/2022,Arsenal
Alexandre Lacazette,Forward,France,175cm,28/05/1991,2020/2021,Arsenal
Alexandre Lacazette,Forward,France,175cm,28/05/1991,2019/2020,Arsenal
Alexandre Lacazette,Forward,France,175cm,28/05/1991,2018/2019,Arsenal
Oliver Ewing,Midfielder,Wales,,03/01/2003,2021/2022,Leicester City
Martin Samuelsen,Midfielder,Norway,189cm,17/04/1997,2018/2019,West Ham United
Jonjo Shelvey,Midfielder,England,184cm,27/02/1992,2021/2022,Newcastle United
Jonjo Shelvey,Midfielder,England,184cm,27/02/1992,2020/2021,Newcastle United
Jonjo Shelvey,Midfielder,England,184cm,27/02/1992,2019/2020,Newcastle United
Jonjo Shelvey,Midfielder,England,184cm,27/02/1992,2018/2019,Newcastle United
Ethan Laird,Defender,England,177cm,05/08/2001,2020/2021,Manchester United
Ethan Laird,Defender,England,177cm,05/08/2001,2019/2020,Manchester United
Jack Butland,Goalkeeper,England,196cm,10/03/1993,2021/2022,Crystal Palace
Jack Butland,Goalkeeper,England,196cm,10/03/1993,2020/2021,Crystal Palace
Miguel Azeez,Midfielder,England,,20/09/2002,2021/2022,Arsenal
Miguel Azeez,Midfielder,England,,20/09/2002,2021/2022,Arsenal
Miguel Azeez,Midfielder,England,,20/09/2002,2020/2021,Arsenal
Miguel Azeez,Midfielder,England,,20/09/2002,2020/2021,Arsenal
Matz Sels,Goalkeeper,Belgium,191cm,26/02/1992,2018/2019,Newcastle United
Jetro Willems,Defender,Netherlands,169cm,30/03/1994,2019/2020,Newcastle United (Loan)
James McCarthy,Midfielder,Ireland,180cm,12/11/1990,2021/2022,Crystal Palace
James McCarthy,Midfielder,Ireland,180cm,12/11/1990,2020/2021,Crystal Palace
James McCarthy,Midfielder,Ireland,180cm,12/11/1990,2019/2020,Crystal Palace
James McCarthy,Midfielder,Ireland,180cm,12/11/1990,2019/2020,Everton
James McCarthy,Midfielder,Ireland,180cm,12/11/1990,2018/2019,Everton
Amad Diallo,Forward,Cote D’Ivoire,173cm,11/07/2002,2021/2022,Manchester United
Amad Diallo,Forward,Cote D’Ivoire,173cm,11/07/2002,2020/2021,Manchester United
Amad Diallo,Forward,Cote D’Ivoire,173cm,11/07/2002,2020/2021,Manchester United
George Broadbent,Midfielder,England,188cm,30/09/2000,2020/2021,Sheffield United
Daniel Lafferty,Defender,Northern Ireland,180cm,18/05/1989,2019/2020,Sheffield United
Collin Quaner,Forward,Germany,191cm,18/06/1991,2018/2019,Huddersfield Town
Collin Quaner,Forward,Germany,191cm,18/06/1991,2018/2019,Huddersfield Town
Morgan Gibbs-White,Midfielder,England,171cm,27/01/2000,2021/2022,Wolverhampton Wanderers
Morgan Gibbs-White,Midfielder,England,171cm,27/01/2000,2020/2021,Wolverhampton Wanderers
Morgan Gibbs-White,Midfielder,England,171cm,27/01/2000,2020/2021,Wolverhampton Wanderers
Morgan Gibbs-White,Midfielder,England,171cm,27/01/2000,2019/2020,Wolverhampton Wanderers
Morgan Gibbs-White,Midfielder,England,171cm,27/01/2000,2018/2019,Wolverhampton Wanderers
John McGinn,Midfielder,Scotland,178cm,18/10/1994,2021/2022,Aston Villa
John McGinn,Midfielder,Scotland,178cm,18/10/1994,2020/2021,Aston Villa
John McGinn,Midfielder,Scotland,178cm,18/10/1994,2019/2020,Aston Villa
Marcus Bettinelli,Goalkeeper,England,194cm,24/05/1992,2021/2022,Chelsea
Marcus Bettinelli,Goalkeeper,England,194cm,24/05/1992,2020/2021,Fulham
Marcus Bettinelli,Goalkeeper,England,194cm,24/05/1992,2018/2019,Fulham
Shkodran Mustafi,Defender,Germany,184cm,17/04/1992,2020/2021,Arsenal
Shkodran Mustafi,Defender,Germany,184cm,17/04/1992,2019/2020,Arsenal
Shkodran Mustafi,Defender,Germany,184cm,17/04/1992,2018/2019,Arsenal
Ezgjan Alioski,Midfielder,North Macedonia,173cm,12/02/1992,2021/2022,Leeds United
Ezgjan Alioski,Midfielder,North Macedonia,173cm,12/02/1992,2020/2021,Leeds United
Rhian Brewster,Forward,England,180cm,01/04/2000,2020/2021,Sheffield United
Rhian Brewster,Forward,England,180cm,01/04/2000,2020/2021,Liverpool
Rhian Brewster,Forward,England,180cm,01/04/2000,2019/2020,Liverpool
Rhian Brewster,Forward,England,180cm,01/04/2000,2018/2019,Liverpool
Callum O'Hare,Midfielder,England,175cm,01/05/1998,2019/2020,Aston Villa
Vicente Guaita,Goalkeeper,Spain,190cm,10/01/1987,2021/2022,Crystal Palace
Vicente Guaita,Goalkeeper,Spain,190cm,10/01/1987,2020/2021,Crystal Palace
Vicente Guaita,Goalkeeper,Spain,190cm,10/01/1987,2019/2020,Crystal Palace
Vicente Guaita,Goalkeeper,Spain,190cm,10/01/1987,2018/2019,Crystal Palace
Mohamed Diamé,Midfielder,Senegal,184cm,14/06/1987,2019/2020,Newcastle United
Mohamed Diamé,Midfielder,Senegal,184cm,14/06/1987,2018/2019,Newcastle United
Shayne Lavery,Forward,Northern Ireland,,08/12/1998,2018/2019,Everton
Giovanni McGregor,Midfielder,England,,09/01/1999,2019/2020,Crystal Palace
Giovanni McGregor,Midfielder,England,,09/01/1999,2019/2020,Crystal Palace
Giovanni McGregor,Midfielder,England,,09/01/1999,2018/2019,Crystal Palace
Sonny Perkins,Midfielder,England,,10/02/2004,2021/2022,West Ham United
Declan Rice,Midfielder,England,185cm,14/01/1999,2021/2022,West Ham United
Declan Rice,Midfielder,England,185cm,14/01/1999,2020/2021,West Ham United
Declan Rice,Midfielder,England,185cm,14/01/1999,2019/2020,West Ham United
Declan Rice,Midfielder,England,185cm,14/01/1999,2018/2019,West Ham United
Maxwel Cornet,Midfielder,Cote D’Ivoire,179cm,27/09/1996,2021/2022,Burnley
Jerome Opoku,Defender,England,194cm,14/10/1998,2020/2021,Fulham
Faustino Anjorin,Midfielder,England,185cm,23/11/2001,2021/2022,Chelsea
Faustino Anjorin,Midfielder,England,185cm,23/11/2001,2021/2022,Chelsea
Faustino Anjorin,Midfielder,England,185cm,23/11/2001,2020/2021,Chelsea
Faustino Anjorin,Midfielder,England,185cm,23/11/2001,2020/2021,Chelsea
Faustino Anjorin,Midfielder,England,185cm,23/11/2001,2019/2020,Chelsea
Shaun Hobson,Defender,England,,29/06/1998,2018/2019,AFC Bournemouth
Kepa Arrizabalaga,Goalkeeper,Spain,189cm,03/10/1994,2021/2022,Chelsea
Kepa Arrizabalaga,Goalkeeper,Spain,189cm,03/10/1994,2020/2021,Chelsea
Kepa Arrizabalaga,Goalkeeper,Spain,189cm,03/10/1994,2019/2020,Chelsea
Kepa Arrizabalaga,Goalkeeper,Spain,189cm,03/10/1994,2018/2019,Chelsea
Ilkay Gündogan,Midfielder,Germany,180cm,24/10/1990,2021/2022,Manchester City
Ilkay Gündogan,Midfielder,Germany,180cm,24/10/1990,2020/2021,Manchester City
Ilkay Gündogan,Midfielder,Germany,180cm,24/10/1990,2019/2020,Manchester City
Ilkay Gündogan,Midfielder,Germany,180cm,24/10/1990,2018/2019,Manchester City
Nathan Harker,Goalkeeper,England,,05/11/1998,2019/2020,Newcastle United
Nathan Harker,Goalkeeper,England,,05/11/1998,2018/2019,Newcastle United
Richard Towell,Midfielder,Ireland,173cm,17/07/1991,2018/2019,Brighton and Hove Albion
Conor Coventry,Midfielder,Ireland,177cm,25/03/2000,2021/2022,West Ham United
Conor Coventry,Midfielder,Ireland,177cm,25/03/2000,2021/2022,West Ham United U21
Conor Coventry,Midfielder,Ireland,177cm,25/03/2000,2020/2021,West Ham United U21
Conor Coventry,Midfielder,Ireland,177cm,25/03/2000,2019/2020,West Ham United
Conor Coventry,Midfielder,Ireland,177cm,25/03/2000,2018/2019,West Ham United
Wanya Madavidua,Midfielder,England,,,2020/2021,Leicester City
Niall Huggins,Defender,Wales,,18/12/2000,2021/2022,Leeds United
Niall Huggins,Defender,Wales,,18/12/2000,2020/2021,Leeds United
Andreas Pereira,Midfielder,Brazil,175cm,01/01/1996,2021/2022,Manchester United
Andreas Pereira,Midfielder,Brazil,175cm,01/01/1996,2020/2021,Manchester United
Andreas Pereira,Midfielder,Brazil,175cm,01/01/1996,2019/2020,Manchester United
Andreas Pereira,Midfielder,Brazil,175cm,01/01/1996,2018/2019,Manchester United
Abdoulaye Doucouré,Midfielder,Mali,184cm,01/01/1993,2021/2022,Everton
Abdoulaye Doucouré,Midfielder,Mali,184cm,01/01/1993,2020/2021,Everton
Abdoulaye Doucouré,Midfielder,Mali,184cm,01/01/1993,2019/2020,Watford
Abdoulaye Doucouré,Midfielder,Mali,184cm,01/01/1993,2018/2019,Watford
Salomón Rondón,Forward,Venezuela,186cm,16/09/1989,2021/2022,Everton
Salomón Rondón,Forward,Venezuela,186cm,16/09/1989,2019/2020,Newcastle United (Loan)
Salomón Rondón,Forward,Venezuela,186cm,16/09/1989,2018/2019,Newcastle United (Loan)
James Balagizi,Midfielder,England,,20/09/2003,2021/2022,Liverpool
Chris Basham,Defender,England,190cm,20/07/1988,2020/2021,Sheffield United
Chris Basham,Defender,England,190cm,20/07/1988,2019/2020,Sheffield United
Ezri Konsa,Defender,England,183cm,23/10/1997,2021/2022,Aston Villa
Ezri Konsa,Defender,England,183cm,23/10/1997,2020/2021,Aston Villa
Ezri Konsa,Defender,England,183cm,23/10/1997,2019/2020,Aston Villa
Matt O'Riley,Midfielder,Denmark,,21/11/2000,2020/2021,Fulham
Matt O'Riley,Midfielder,Denmark,,21/11/2000,2018/2019,Fulham
Junior Hoilett,Midfielder,Canada,173cm,05/06/1990,2018/2019,Cardiff City
Jimmy Dunne,Defender,Ireland,183cm,19/10/1997,2021/2022,Burnley
Jimmy Dunne,Defender,Ireland,183cm,19/10/1997,2020/2021,Burnley
Jimmy Dunne,Defender,Ireland,183cm,19/10/1997,2020/2021,Burnley
Jimmy Dunne,Defender,Ireland,183cm,19/10/1997,2019/2020,Burnley
Jordan Rhodes,Forward,Scotland,185cm,05/02/1990,2019/2020,Norwich City (Loan)
Wesley Moraes,Forward,Brazil,191cm,26/11/1996,2021/2022,Aston Villa
Wesley Moraes,Forward,Brazil,191cm,26/11/1996,2020/2021,Aston Villa
Wesley Moraes,Forward,Brazil,191cm,26/11/1996,2019/2020,Aston Villa
Jason Denayer,Defender,Belgium,184cm,28/06/1995,2019/2020,Manchester City
George Marsh,Midfielder,England,178cm,05/11/1998,2020/2021,Tottenham Hotspur
George Marsh,Midfielder,England,178cm,05/11/1998,2019/2020,Tottenham Hotspur U21
George Marsh,Midfielder,England,178cm,05/11/1998,2018/2019,Tottenham Hotspur U21
Anthony Georgiou,Midfielder,Cyprus,179cm,24/02/1997,2019/2020,Tottenham Hotspur
Anthony Georgiou,Midfielder,Cyprus,179cm,24/02/1997,2018/2019,Tottenham Hotspur
Rodrigo,Forward,Spain,182cm,06/03/1991,2021/2022,Leeds United
Rodrigo,Forward,Spain,182cm,06/03/1991,2020/2021,Leeds United
Roméo Lavia,Midfielder,Belgium,,06/01/2004,2021/2022,Manchester City
Roméo Lavia,Midfielder,Belgium,,06/01/2004,2021/2022,Manchester City
Yan Couto,Defender,Brazil,169cm,03/06/2002,2021/2022,Manchester City
Yan Couto,Defender,Brazil,169cm,03/06/2002,2021/2022,Manchester City
Yan Couto,Defender,Brazil,169cm,03/06/2002,2021/2022,Manchester City
Tom Heaton,Goalkeeper,England,188cm,15/04/1986,2021/2022,Manchester United
Tom Heaton,Goalkeeper,England,188cm,15/04/1986,2021/2022,Aston Villa
Tom Heaton,Goalkeeper,England,188cm,15/04/1986,2020/2021,Aston Villa
Tom Heaton,Goalkeeper,England,188cm,15/04/1986,2019/2020,Aston Villa
Tom Heaton,Goalkeeper,England,188cm,15/04/1986,2019/2020,Burnley
Tom Heaton,Goalkeeper,England,188cm,15/04/1986,2018/2019,Burnley
Alexandre Jankewitz,Midfielder,Switzerland,179cm,25/12/2001,2021/2022,Southampton
Alexandre Jankewitz,Midfielder,Switzerland,179cm,25/12/2001,2020/2021,Southampton
Alexandre Jankewitz,Midfielder,Switzerland,179cm,25/12/2001,2019/2020,Southampton
Joel Matip,Defender,Cameroon,195cm,08/08/1991,2021/2022,Liverpool
Joel Matip,Defender,Cameroon,195cm,08/08/1991,2020/2021,Liverpool
Joel Matip,Defender,Cameroon,195cm,08/08/1991,2019/2020,Liverpool
Joel Matip,Defender,Cameroon,195cm,08/08/1991,2018/2019,Liverpool
Angelo Ogbonna,Defender,Italy,191cm,23/05/1988,2021/2022,West Ham United
Angelo Ogbonna,Defender,Italy,191cm,23/05/1988,2020/2021,West Ham United
Angelo Ogbonna,Defender,Italy,191cm,23/05/1988,2019/2020,West Ham United
Angelo Ogbonna,Defender,Italy,191cm,23/05/1988,2018/2019,West Ham United
Allan Tchaptchet,Defender,France,193cm,21/12/2001,2021/2022,Southampton
Allan Tchaptchet,Defender,France,193cm,21/12/2001,2020/2021,Southampton
Adam Webster,Defender,England,191cm,04/01/1995,2021/2022,Brighton and Hove Albion
Adam Webster,Defender,England,191cm,04/01/1995,2020/2021,Brighton and Hove Albion
Adam Webster,Defender,England,191cm,04/01/1995,2019/2020,Brighton and Hove Albion
Kamil Miazek,Goalkeeper,Poland,192cm,15/08/1996,2020/2021,Leeds United
Saïd Benrahma,Forward,Algeria,172cm,10/08/1995,2021/2022,West Ham United
Saïd Benrahma,Forward,Algeria,172cm,10/08/1995,2020/2021,West Ham United
Saïd Benrahma,Forward,Algeria,172cm,10/08/1995,2020/2021,West Ham United (Loan)
William Osula,Forward,Denmark,,04/08/2003,2020/2021,Sheffield United
Fraser Hornby,Forward,Scotland,195cm,13/09/1999,2018/2019,Everton
Jonathan Rowe,Forward,England,173cm,30/04/2003,2021/2022,Norwich City
Dwight McNeil,Midfielder,England,183cm,22/11/1999,2021/2022,Burnley
Dwight McNeil,Midfielder,England,183cm,22/11/1999,2020/2021,Burnley
Dwight McNeil,Midfielder,England,183cm,22/11/1999,2019/2020,Burnley
Dwight McNeil,Midfielder,England,183cm,22/11/1999,2018/2019,Burnley
Konstantinos Tsimikas,Defender,Greece,178cm,12/05/1996,2021/2022,Liverpool
Konstantinos Tsimikas,Defender,Greece,178cm,12/05/1996,2020/2021,Liverpool
Neil Taylor,Defender,Wales,176cm,07/02/1989,2021/2022,Aston Villa
Neil Taylor,Defender,Wales,176cm,07/02/1989,2020/2021,Aston Villa
Neil Taylor,Defender,Wales,176cm,07/02/1989,2019/2020,Aston Villa
Mitchell Clark,Defender,Wales,,13/03/1999,2019/2020,Aston Villa
Harry Winks,Midfielder,England,178cm,02/02/1996,2021/2022,Tottenham Hotspur
Harry Winks,Midfielder,England,178cm,02/02/1996,2020/2021,Tottenham Hotspur
Harry Winks,Midfielder,England,178cm,02/02/1996,2019/2020,Tottenham Hotspur
Harry Winks,Midfielder,England,178cm,02/02/1996,2018/2019,Tottenham Hotspur
James Morris,Defender,England,,23/11/2001,2021/2022,Watford
James Morris,Defender,England,,23/11/2001,2021/2022,Watford
Zanka,Defender,Denmark,191cm,23/04/1990,2021/2022,Brentford
Zanka,Defender,Denmark,191cm,23/04/1990,2018/2019,Huddersfield Town
Diego Llorente,Defender,Spain,186cm,16/08/1993,2021/2022,Leeds United
Diego Llorente,Defender,Spain,186cm,16/08/1993,2020/2021,Leeds United
Eden Hazard,Forward,Belgium,175cm,07/01/1991,2018/2019,Chelsea
Mason Mount,Midfielder,England,178cm,10/01/1999,2021/2022,Chelsea
Mason Mount,Midfielder,England,178cm,10/01/1999,2020/2021,Chelsea
Mason Mount,Midfielder,England,178cm,10/01/1999,2019/2020,Chelsea
Kieran Trippier,Defender,England,178cm,19/09/1990,2021/2022,Newcastle United
Kieran Trippier,Defender,England,178cm,19/09/1990,2019/2020,Tottenham Hotspur
Kieran Trippier,Defender,England,178cm,19/09/1990,2018/2019,Tottenham Hotspur
Bright Enobakhare,Forward,Nigeria,178cm,08/02/1998,2019/2020,Wolverhampton Wanderers
Bright Enobakhare,Forward,Nigeria,178cm,08/02/1998,2018/2019,Wolverhampton Wanderers
Elias Sorensen,Forward,Denmark,,18/09/1999,2020/2021,Newcastle United
Elias Sorensen,Forward,Denmark,,18/09/1999,2019/2020,Newcastle United
Ryan Bertrand,Defender,England,179cm,05/08/1989,2021/2022,Leicester City
Ryan Bertrand,Defender,England,179cm,05/08/1989,2021/2022,Southampton
Ryan Bertrand,Defender,England,179cm,05/08/1989,2020/2021,Southampton
Ryan Bertrand,Defender,England,179cm,05/08/1989,2019/2020,Southampton
Ryan Bertrand,Defender,England,179cm,05/08/1989,2018/2019,Southampton
Karlan Grant,Forward,England,180cm,18/09/1997,2020/2021,West Bromwich Albion
Karlan Grant,Forward,England,180cm,18/09/1997,2018/2019,Huddersfield Town
Dara O'Shea,Defender,Ireland,188cm,04/03/1999,2020/2021,West Bromwich Albion
Sofiane Boufal,Midfielder,Morocco,170cm,17/09/1993,2020/2021,Southampton
Sofiane Boufal,Midfielder,Morocco,170cm,17/09/1993,2019/2020,Southampton
Sofiane Boufal,Midfielder,Morocco,170cm,17/09/1993,2018/2019,Southampton
Pablo Zabaleta,Defender,Argentina,176cm,16/01/1985,2019/2020,West Ham United
Pablo Zabaleta,Defender,Argentina,176cm,16/01/1985,2018/2019,West Ham United
Bailey Peacock-Farrell,Goalkeeper,Northern Ireland,193cm,29/10/1996,2021/2022,Burnley
Bailey Peacock-Farrell,Goalkeeper,Northern Ireland,193cm,29/10/1996,2020/2021,Burnley
Bailey Peacock-Farrell,Goalkeeper,Northern Ireland,193cm,29/10/1996,2019/2020,Burnley
Alfie Whiteman,Goalkeeper,England,189cm,02/10/1998,2021/2022,Tottenham Hotspur
Alfie Whiteman,Goalkeeper,England,189cm,02/10/1998,2020/2021,Tottenham Hotspur
Alfie Whiteman,Goalkeeper,England,189cm,02/10/1998,2019/2020,Tottenham Hotspur
Alfie Whiteman,Goalkeeper,England,189cm,02/10/1998,2018/2019,Tottenham Hotspur
Jonathan Walters,Forward,Ireland,183cm,20/09/1983,2019/2020,Burnley
Jonathan Walters,Forward,Ireland,183cm,20/09/1983,2018/2019,Burnley
Filip Marschall,Goalkeeper,England,,24/04/2003,2021/2022,Aston Villa
Jan Vertonghen,Defender,Belgium,189cm,24/04/1987,2020/2021,Tottenham Hotspur
Jan Vertonghen,Defender,Belgium,189cm,24/04/1987,2019/2020,Tottenham Hotspur
Jan Vertonghen,Defender,Belgium,189cm,24/04/1987,2018/2019,Tottenham Hotspur
Louie Barry,Forward,England,,21/06/2003,2021/2022,Aston Villa
Louie Barry,Forward,England,,21/06/2003,2020/2021,Aston Villa
Michael McGovern,Goalkeeper,Northern Ireland,191cm,12/07/1984,2021/2022,Norwich City
Michael McGovern,Goalkeeper,Northern Ireland,191cm,12/07/1984,2019/2020,Norwich City
Leighton Baines,Defender,England,170cm,11/12/1984,2020/2021,Everton
Leighton Baines,Defender,England,170cm,11/12/1984,2019/2020,Everton
Leighton Baines,Defender,England,170cm,11/12/1984,2018/2019,Everton
Marc Guéhi,Defender,England,182cm,13/07/2000,2021/2022,Crystal Palace
Marc Guéhi,Defender,England,182cm,13/07/2000,2019/2020,Chelsea
Marc Guéhi,Defender,England,182cm,13/07/2000,2018/2019,Chelsea
Danny Ballard,Defender,Northern Ireland,187cm,22/09/1999,2020/2021,Arsenal U21
Jordon Mutch,Midfielder,England,188cm,02/12/1991,2019/2020,Crystal Palace
Ramiro Mori,Defender,Argentina,186cm,05/03/1991,2018/2019,Everton
Josh Pask,Defender,England,187cm,01/11/1997,2018/2019,West Ham United
Nemanja Matic,Midfielder,Serbia,194cm,01/08/1988,2021/2022,Manchester United
Nemanja Matic,Midfielder,Serbia,194cm,01/08/1988,2020/2021,Manchester United
Nemanja Matic,Midfielder,Serbia,194cm,01/08/1988,2019/2020,Manchester United
Nemanja Matic,Midfielder,Serbia,194cm,01/08/1988,2018/2019,Manchester United
Jonathan Williams,Midfielder,Wales,168cm,09/10/1993,2019/2020,Crystal Palace
Jonathan Williams,Midfielder,Wales,168cm,09/10/1993,2018/2019,Crystal Palace
Nathan Aké,Defender,Netherlands,180cm,18/02/1995,2021/2022,Manchester City
Nathan Aké,Defender,Netherlands,180cm,18/02/1995,2020/2021,Manchester City
Nathan Aké,Defender,Netherlands,180cm,18/02/1995,2019/2020,AFC Bournemouth
Nathan Aké,Defender,Netherlands,180cm,18/02/1995,2018/2019,AFC Bournemouth
Adam Armstrong,Forward,England,172cm,10/02/1997,2021/2022,Southampton
Alexander Iwobi,Forward,Nigeria,180cm,03/05/1996,2021/2022,Everton
Alexander Iwobi,Forward,Nigeria,180cm,03/05/1996,2020/2021,Everton
Alexander Iwobi,Forward,Nigeria,180cm,03/05/1996,2019/2020,Everton
Alexander Iwobi,Forward,Nigeria,180cm,03/05/1996,2019/2020,Arsenal
