name,position,country,height,date_of_birth,season,club_name
Brooklyn Lyons-Foster,Defender,England,,01/12/2000,2021/2022,Tottenham Hotspur
Brooklyn Lyons-Foster,Defender,England,,01/12/2000,2021/2022,Tottenham Hotspur U21
Brooklyn Lyons-Foster,Defender,England,,01/12/2000,2019/2020,Tottenham Hotspur
Paul Gladon,Forward,Netherlands,188cm,18/03/1992,2019/2020,Wolverhampton Wanderers
Paul Gladon,Forward,Netherlands,188cm,18/03/1992,2018/2019,Wolverhampton Wanderers
Jack Roles,Midfielder,Cyprus,,26/02/1999,2019/2020,Tottenham Hotspur
Nacho Monreal,Defender,Spain,179cm,26/02/1986,2019/2020,Arsenal
Nacho Monreal,Defender,Spain,179cm,26/02/1986,2018/2019,Arsenal
Stephen Duke-McKenna,Midfielder,Guyana,,17/08/2000,2018/2019,Everton
Nathan Redmond,Midfielder,England,173cm,06/03/1994,2021/2022,Southampton
Nathan Redmond,Midfielder,England,173cm,06/03/1994,2020/2021,Southampton
Nathan Redmond,Midfielder,England,173cm,06/03/1994,2019/2020,Southampton
Nathan Redmond,Midfielder,England,173cm,06/03/1994,2018/2019,Southampton
Marco van Ginkel,Midfielder,Netherlands,180cm,01/12/1992,2020/2021,Chelsea
Marco van Ginkel,Midfielder,Netherlands,180cm,01/12/1992,2019/2020,Chelsea
Marco van Ginkel,Midfielder,Netherlands,180cm,01/12/1992,2018/2019,Chelsea
Luke Matheson,Defender,England,,02/10/2002,2019/2020,Wolverhampton Wanderers
André Gomes,Midfielder,Portugal,188cm,30/07/1993,2021/2022,Everton
André Gomes,Midfielder,Portugal,188cm,30/07/1993,2020/2021,Everton
André Gomes,Midfielder,Portugal,188cm,30/07/1993,2019/2020,Everton
André Gomes,Midfielder,Portugal,188cm,30/07/1993,2019/2020,Everton (Loan)
André Gomes,Midfielder,Portugal,188cm,30/07/1993,2018/2019,Everton (Loan)
Ahmed Musa,Forward,Nigeria,171cm,14/10/1992,2018/2019,Leicester City
Vlad Dragomir,Midfielder,Romania,178cm,24/04/1999,2018/2019,Arsenal
Pierluigi Gollini,Goalkeeper,Italy,194cm,18/03/1995,2021/2022,Tottenham Hotspur (Loan)
Maxwell Haygarth,Midfielder,England,,21/01/2002,2021/2022,Brentford
Maxwell Haygarth,Midfielder,England,,21/01/2002,2021/2022,Brentford
Moses Makasi,Midfielder,England,,22/09/1995,2018/2019,West Ham United
Indiana Vassilev,Forward,United States,173cm,16/02/2001,2021/2022,Aston Villa
Indiana Vassilev,Forward,United States,173cm,16/02/2001,2020/2021,Aston Villa
Indiana Vassilev,Forward,United States,173cm,16/02/2001,2019/2020,Aston Villa
Lee Camp,Goalkeeper,Northern Ireland,183cm,22/08/1984,2018/2019,Cardiff City
Maurizio Pochettino,Midfielder,Spain,,30/03/2001,2021/2022,Watford
Marvelous Nakamba,Midfielder,Zimbabwe,178cm,19/01/1994,2021/2022,Aston Villa
Marvelous Nakamba,Midfielder,Zimbabwe,178cm,19/01/1994,2020/2021,Aston Villa
Marvelous Nakamba,Midfielder,Zimbabwe,178cm,19/01/1994,2019/2020,Aston Villa
Dean Marney,Midfielder,England,183cm,31/01/1984,2018/2019,Burnley
João Pedro,Forward,Brazil,182cm,26/09/2001,2021/2022,Watford
João Pedro,Forward,Brazil,182cm,26/09/2001,2019/2020,Watford
José Sá,Goalkeeper,Portugal,192cm,17/01/1993,2021/2022,Wolverhampton Wanderers
Harvey Vale,Midfielder,England,,11/09/2003,2021/2022,Chelsea
Harvey Vale,Midfielder,England,,11/09/2003,2020/2021,Chelsea
Connor Barrett,Defender,England,,01/03/2002,2018/2019,Leicester City
Shane Duffy,Defender,Ireland,193cm,01/01/1992,2021/2022,Brighton and Hove Albion
Shane Duffy,Defender,Ireland,193cm,01/01/1992,2020/2021,Brighton and Hove Albion
Shane Duffy,Defender,Ireland,193cm,01/01/1992,2019/2020,Brighton and Hove Albion
Shane Duffy,Defender,Ireland,193cm,01/01/1992,2018/2019,Brighton and Hove Albion
Ben Cottrell,Midfielder,England,,31/10/2001,2021/2022,Arsenal
Ben Cottrell,Midfielder,England,,31/10/2001,2020/2021,Arsenal
Ben Cottrell,Midfielder,England,,31/10/2001,2020/2021,Arsenal
Lucas Torreira,Midfielder,Uruguay,168cm,11/02/1996,2021/2022,Arsenal
Lucas Torreira,Midfielder,Uruguay,168cm,11/02/1996,2020/2021,Arsenal
Lucas Torreira,Midfielder,Uruguay,168cm,11/02/1996,2019/2020,Arsenal
Lucas Torreira,Midfielder,Uruguay,168cm,11/02/1996,2018/2019,Arsenal
Felipe Anderson,Midfielder,Brazil,175cm,15/04/1993,2021/2022,West Ham United
Felipe Anderson,Midfielder,Brazil,175cm,15/04/1993,2020/2021,West Ham United
Felipe Anderson,Midfielder,Brazil,175cm,15/04/1993,2019/2020,West Ham United
Felipe Anderson,Midfielder,Brazil,175cm,15/04/1993,2018/2019,West Ham United
Kaine Hayden,Midfielder,England,,25/05/2003,2020/2021,Aston Villa
Kaine Hayden,Midfielder,England,,25/05/2003,2019/2020,Aston Villa
Bruno Fernandes,Midfielder,Portugal,179cm,08/09/1994,2021/2022,Manchester United
Bruno Fernandes,Midfielder,Portugal,179cm,08/09/1994,2020/2021,Manchester United
Bruno Fernandes,Midfielder,Portugal,179cm,08/09/1994,2019/2020,Manchester United
Craig Cathcart,Defender,Northern Ireland,188cm,06/02/1989,2021/2022,Watford
Craig Cathcart,Defender,Northern Ireland,188cm,06/02/1989,2019/2020,Watford
Craig Cathcart,Defender,Northern Ireland,188cm,06/02/1989,2018/2019,Watford
Charly Musonda,Midfielder,Belgium,173cm,15/10/1996,2021/2022,Chelsea
Charly Musonda,Midfielder,Belgium,173cm,15/10/1996,2018/2019,Chelsea
Charlie Savage,Midfielder,Wales,,02/05/2003,2021/2022,Manchester United
Chris Löwe,Defender,Germany,175cm,16/04/1989,2018/2019,Huddersfield Town
Moisés Caicedo,Midfielder,Ecuador,178cm,02/11/2001,2021/2022,Brighton and Hove Albion
Moisés Caicedo,Midfielder,Ecuador,178cm,02/11/2001,2021/2022,Brighton and Hove Albion
Moisés Caicedo,Midfielder,Ecuador,178cm,02/11/2001,2020/2021,Brighton and Hove Albion
Jakub Moder,Midfielder,Poland,188cm,07/04/1999,2021/2022,Brighton and Hove Albion
Jakub Moder,Midfielder,Poland,188cm,07/04/1999,2020/2021,Brighton and Hove Albion
Jakub Moder,Midfielder,Poland,188cm,07/04/1999,2020/2021,Brighton and Hove Albion
Thiago Silva,Defender,Brazil,183cm,22/09/1984,2021/2022,Chelsea
Thiago Silva,Defender,Brazil,183cm,22/09/1984,2020/2021,Chelsea
Andi Janjeva,Defender,Kosovo,,11/10/2002,2019/2020,Watford
George Thomas,Midfielder,Wales,173cm,24/03/1997,2020/2021,Leicester City
George Thomas,Midfielder,Wales,173cm,24/03/1997,2019/2020,Leicester City
George Thomas,Midfielder,Wales,173cm,24/03/1997,2018/2019,Leicester City
James Milner,Midfielder,England,175cm,04/01/1986,2021/2022,Liverpool
James Milner,Midfielder,England,175cm,04/01/1986,2020/2021,Liverpool
James Milner,Midfielder,England,175cm,04/01/1986,2019/2020,Liverpool
James Milner,Midfielder,England,175cm,04/01/1986,2018/2019,Liverpool
Steve Mounié,Forward,Benin,190cm,29/09/1994,2018/2019,Huddersfield Town
Ben Hamer,Goalkeeper,England,192cm,20/11/1987,2018/2019,Huddersfield Town
Ben Hamer,Goalkeeper,England,192cm,20/11/1987,2018/2019,Leicester City
Sergi Canós,Forward,Spain,177cm,02/02/1997,2021/2022,Brentford
Alex Denny,Midfielder,England,186cm,12/04/2000,2018/2019,Everton
Davide Zappacosta,Defender,Italy,185cm,11/06/1992,2021/2022,Chelsea
Davide Zappacosta,Defender,Italy,185cm,11/06/1992,2020/2021,Chelsea
Davide Zappacosta,Defender,Italy,185cm,11/06/1992,2019/2020,Chelsea
Davide Zappacosta,Defender,Italy,185cm,11/06/1992,2018/2019,Chelsea
Victor Lindelöf,Defender,Sweden,187cm,17/07/1994,2021/2022,Manchester United
Victor Lindelöf,Defender,Sweden,187cm,17/07/1994,2020/2021,Manchester United
Victor Lindelöf,Defender,Sweden,187cm,17/07/1994,2019/2020,Manchester United
Victor Lindelöf,Defender,Sweden,187cm,17/07/1994,2018/2019,Manchester United
Harry Wilson,Midfielder,Wales,173cm,22/03/1997,2021/2022,Liverpool
Harry Wilson,Midfielder,Wales,173cm,22/03/1997,2020/2021,Liverpool
Harry Wilson,Midfielder,Wales,173cm,22/03/1997,2019/2020,AFC Bournemouth (Loan)
Harry Wilson,Midfielder,Wales,173cm,22/03/1997,2019/2020,Liverpool
Harry Wilson,Midfielder,Wales,173cm,22/03/1997,2018/2019,Liverpool
Matija Sarkic,Goalkeeper,Montenegro,195cm,23/07/1997,2021/2022,Wolverhampton Wanderers
Matija Sarkic,Goalkeeper,Montenegro,195cm,23/07/1997,2021/2022,Wolverhampton Wanderers
Matija Sarkic,Goalkeeper,Montenegro,195cm,23/07/1997,2020/2021,Wolverhampton Wanderers
Matija Sarkic,Goalkeeper,Montenegro,195cm,23/07/1997,2020/2021,Aston Villa
Matija Sarkic,Goalkeeper,Montenegro,195cm,23/07/1997,2019/2020,Aston Villa
Giovani Lo Celso,Midfielder,Argentina,177cm,09/04/1996,2021/2022,Tottenham Hotspur
Giovani Lo Celso,Midfielder,Argentina,177cm,09/04/1996,2020/2021,Tottenham Hotspur
Giovani Lo Celso,Midfielder,Argentina,177cm,09/04/1996,2019/2020,Tottenham Hotspur (Loan)
Martell Taylor-Crossdale,Midfielder,England,,26/12/1999,2020/2021,Fulham
Baily Cargill,Defender,England,189cm,05/07/1995,2018/2019,AFC Bournemouth
Michael Obafemi,Forward,Ireland,169cm,06/07/2000,2021/2022,Southampton
Michael Obafemi,Forward,Ireland,169cm,06/07/2000,2020/2021,Southampton
Michael Obafemi,Forward,Ireland,169cm,06/07/2000,2019/2020,Southampton
Michael Obafemi,Forward,Ireland,169cm,06/07/2000,2018/2019,Southampton
Romaine Mundle,Midfielder,England,,24/04/2003,2021/2022,Tottenham Hotspur
Romaine Mundle,Midfielder,England,,24/04/2003,2021/2022,Tottenham Hotspur
Jonathan Tomkinson,Defender,United States,,11/04/2002,2021/2022,Norwich City
Kyle Bartley,Defender,England,185cm,22/05/1991,2020/2021,West Bromwich Albion
Cesc Fàbregas,Midfielder,Spain,180cm,04/05/1987,2019/2020,Chelsea
Cesc Fàbregas,Midfielder,Spain,180cm,04/05/1987,2018/2019,Chelsea
Neal Maupay,Forward,France,173cm,14/08/1996,2021/2022,Brighton and Hove Albion
Neal Maupay,Forward,France,173cm,14/08/1996,2020/2021,Brighton and Hove Albion
Neal Maupay,Forward,France,173cm,14/08/1996,2019/2020,Brighton and Hove Albion
Nampalys Mendy,Midfielder,Senegal,167cm,23/06/1992,2021/2022,Leicester City
Nampalys Mendy,Midfielder,Senegal,167cm,23/06/1992,2020/2021,Leicester City
Nampalys Mendy,Midfielder,Senegal,167cm,23/06/1992,2020/2021,Leicester City
Nampalys Mendy,Midfielder,Senegal,167cm,23/06/1992,2019/2020,Leicester City
Nampalys Mendy,Midfielder,Senegal,167cm,23/06/1992,2018/2019,Leicester City
Etienne Capoue,Midfielder,France,189cm,11/07/1988,2019/2020,Watford
Etienne Capoue,Midfielder,France,189cm,11/07/1988,2018/2019,Watford
Rarmani Edmonds-Green,Defender,England,,14/01/1999,2018/2019,Huddersfield Town
Lucas Moura,Forward,Brazil,172cm,13/08/1992,2021/2022,Tottenham Hotspur
Lucas Moura,Forward,Brazil,172cm,13/08/1992,2020/2021,Tottenham Hotspur
Lucas Moura,Forward,Brazil,172cm,13/08/1992,2019/2020,Tottenham Hotspur
Lucas Moura,Forward,Brazil,172cm,13/08/1992,2018/2019,Tottenham Hotspur
Luka Racic,Defender,Denmark,,08/05/1999,2021/2022,Brentford
Caolan Lavery,Forward,Northern Ireland,180cm,22/10/1992,2019/2020,Sheffield United
Dylan Levitt,Midfielder,Wales,180cm,17/11/2000,2021/2022,Manchester United
Dylan Levitt,Midfielder,Wales,180cm,17/11/2000,2020/2021,Manchester United
Dylan Levitt,Midfielder,Wales,180cm,17/11/2000,2019/2020,Manchester United
Beram Kayal,Midfielder,Israel,178cm,02/05/1988,2020/2021,Brighton and Hove Albion
Beram Kayal,Midfielder,Israel,178cm,02/05/1988,2019/2020,Brighton and Hove Albion
Beram Kayal,Midfielder,Israel,178cm,02/05/1988,2018/2019,Brighton and Hove Albion
Yerry Mina,Defender,Colombia,195cm,23/09/1994,2021/2022,Everton
Yerry Mina,Defender,Colombia,195cm,23/09/1994,2020/2021,Everton
Yerry Mina,Defender,Colombia,195cm,23/09/1994,2019/2020,Everton
Yerry Mina,Defender,Colombia,195cm,23/09/1994,2018/2019,Everton
André Schürrle,Midfielder,Germany,184cm,06/11/1990,2018/2019,Fulham (Loan)
Ciaran Clark,Defender,Ireland,185cm,26/09/1989,2021/2022,Newcastle United
Ciaran Clark,Defender,Ireland,185cm,26/09/1989,2020/2021,Newcastle United
Ciaran Clark,Defender,Ireland,185cm,26/09/1989,2019/2020,Newcastle United
Ciaran Clark,Defender,Ireland,185cm,26/09/1989,2018/2019,Newcastle United
Marcin Bulka,Goalkeeper,Poland,199cm,04/10/1999,2019/2020,Chelsea
Marcin Bulka,Goalkeeper,Poland,199cm,04/10/1999,2018/2019,Chelsea
Jack Cork,Midfielder,England,183cm,25/06/1989,2021/2022,Burnley
Jack Cork,Midfielder,England,183cm,25/06/1989,2020/2021,Burnley
Jack Cork,Midfielder,England,183cm,25/06/1989,2019/2020,Burnley
Jack Cork,Midfielder,England,183cm,25/06/1989,2018/2019,Burnley
Zak Brunt,Midfielder,England,,17/11/2001,2020/2021,Sheffield United
Zak Brunt,Midfielder,England,,17/11/2001,2020/2021,Sheffield United
Mark Travers,Goalkeeper,Ireland,191cm,18/05/1999,2019/2020,AFC Bournemouth
Mark Travers,Goalkeeper,Ireland,191cm,18/05/1999,2018/2019,AFC Bournemouth
Mazeed Ogungbo,Defender,Ireland,,20/10/2002,2021/2022,Arsenal
Jamal Lewis,Defender,Northern Ireland,178cm,25/01/1998,2021/2022,Newcastle United
Jamal Lewis,Defender,Northern Ireland,178cm,25/01/1998,2020/2021,Newcastle United
Jamal Lewis,Defender,Northern Ireland,178cm,25/01/1998,2019/2020,Norwich City
Marcelo Djaló,Defender,Guinea-Bissau,193cm,08/10/1993,2018/2019,Fulham
Will Alves,Forward,England,,04/02/2005,2021/2022,Leicester City
Víctor Camarasa,Midfielder,Spain,183cm,28/05/1994,2019/2020,Crystal Palace (Loan)
Víctor Camarasa,Midfielder,Spain,183cm,28/05/1994,2018/2019,Cardiff City (Loan)
Zack Steffen,Goalkeeper,United States,191cm,02/04/1995,2021/2022,Manchester City
Zack Steffen,Goalkeeper,United States,191cm,02/04/1995,2020/2021,Manchester City
Zack Steffen,Goalkeeper,United States,191cm,02/04/1995,2019/2020,Manchester City
Layton Ndukwu,Forward,England,177cm,07/09/1998,2019/2020,Leicester City
Layton Ndukwu,Forward,England,177cm,07/09/1998,2018/2019,Leicester City
Scott Banks,Midfielder,Scotland,,26/09/2001,2021/2022,Crystal Palace
Scott Banks,Midfielder,Scotland,,26/09/2001,2021/2022,Crystal Palace
Scott Banks,Midfielder,Scotland,,26/09/2001,2019/2020,Crystal Palace
Kane Crichlow,Midfielder,Bermuda,,21/08/2000,2021/2022,Watford
Kane Crichlow,Midfielder,Bermuda,,21/08/2000,2019/2020,Watford
Andrew Surman,Midfielder,England,178cm,20/08/1986,2019/2020,AFC Bournemouth
Andrew Surman,Midfielder,England,178cm,20/08/1986,2018/2019,AFC Bournemouth
David Ospina,Goalkeeper,Colombia,183cm,31/08/1988,2019/2020,Arsenal
David Ospina,Goalkeeper,Colombia,183cm,31/08/1988,2018/2019,Arsenal
Jonathan Kodjia,Forward,Cote D’Ivoire,191cm,22/10/1989,2019/2020,Aston Villa
Will Ferry,Midfielder,Ireland,176cm,07/12/2000,2021/2022,Southampton
Will Ferry,Midfielder,Ireland,176cm,07/12/2000,2020/2021,Southampton
Will Ferry,Midfielder,Ireland,176cm,07/12/2000,2020/2021,Southampton
Will Ferry,Midfielder,Ireland,176cm,07/12/2000,2019/2020,Southampton
Jóhann Gudmundsson,Midfielder,Iceland,186cm,27/10/1990,2021/2022,Burnley
Jóhann Gudmundsson,Midfielder,Iceland,186cm,27/10/1990,2020/2021,Burnley
Jóhann Gudmundsson,Midfielder,Iceland,186cm,27/10/1990,2019/2020,Burnley
Jóhann Gudmundsson,Midfielder,Iceland,186cm,27/10/1990,2018/2019,Burnley
Luke Amos,Midfielder,England,179cm,23/02/1997,2019/2020,Tottenham Hotspur
Luke Amos,Midfielder,England,179cm,23/02/1997,2018/2019,Tottenham Hotspur
Lamare Bogarde,Midfielder,Netherlands,,05/01/2004,2021/2022,Aston Villa U21
Lamare Bogarde,Midfielder,Netherlands,,05/01/2004,2021/2022,Aston Villa
Lamare Bogarde,Midfielder,Netherlands,,05/01/2004,2020/2021,Aston Villa U21
Kai Havertz,Midfielder,Germany,188cm,11/06/1999,2021/2022,Chelsea
Kai Havertz,Midfielder,Germany,188cm,11/06/1999,2020/2021,Chelsea
Konstantinos Mavropanos,Defender,Greece,194cm,11/12/1997,2019/2020,Arsenal
Konstantinos Mavropanos,Defender,Greece,194cm,11/12/1997,2018/2019,Arsenal
Sam Surridge,Forward,England,191cm,28/07/1998,2019/2020,AFC Bournemouth
Sam Surridge,Forward,England,191cm,28/07/1998,2018/2019,AFC Bournemouth
Claudio Bravo,Goalkeeper,Chile,184cm,13/04/1983,2020/2021,Manchester City
Claudio Bravo,Goalkeeper,Chile,184cm,13/04/1983,2019/2020,Manchester City
Claudio Bravo,Goalkeeper,Chile,184cm,13/04/1983,2018/2019,Manchester City
José Holebas,Defender,Greece,184cm,27/06/1984,2019/2020,Watford
José Holebas,Defender,Greece,184cm,27/06/1984,2018/2019,Watford
Dennis Srbeny,Forward,Germany,189cm,05/05/1994,2019/2020,Norwich City
Kyle Edwards,Midfielder,England,172cm,17/02/1998,2020/2021,West Bromwich Albion
Fabri,Goalkeeper,Spain,184cm,31/12/1987,2020/2021,Fulham
Fabri,Goalkeeper,Spain,184cm,31/12/1987,2018/2019,Fulham
Facundo Pellistri,Midfielder,Uruguay,175cm,20/12/2001,2021/2022,Manchester United
Facundo Pellistri,Midfielder,Uruguay,175cm,20/12/2001,2020/2021,Manchester United
Lee Grant,Goalkeeper,England,193cm,27/01/1983,2021/2022,Manchester United
Lee Grant,Goalkeeper,England,193cm,27/01/1983,2021/2022,Manchester United
Lee Grant,Goalkeeper,England,193cm,27/01/1983,2020/2021,Manchester United
Lee Grant,Goalkeeper,England,193cm,27/01/1983,2019/2020,Manchester United
Lee Grant,Goalkeeper,England,193cm,27/01/1983,2018/2019,Manchester United
Scott Hogan,Forward,Ireland,180cm,13/04/1992,2019/2020,Sheffield United (Loan)
Scott Hogan,Forward,Ireland,180cm,13/04/1992,2019/2020,Aston Villa
Jérémie Boga,Forward,Cote D’Ivoire,172cm,03/01/1997,2018/2019,Chelsea
Mesut Özil,Midfielder,Germany,180cm,15/10/1988,2020/2021,Arsenal
Mesut Özil,Midfielder,Germany,180cm,15/10/1988,2019/2020,Arsenal
Mesut Özil,Midfielder,Germany,180cm,15/10/1988,2018/2019,Arsenal
Aaron Cresswell,Defender,England,170cm,15/12/1989,2021/2022,West Ham United
Aaron Cresswell,Defender,England,170cm,15/12/1989,2020/2021,West Ham United
Aaron Cresswell,Defender,England,170cm,15/12/1989,2019/2020,West Ham United
Aaron Cresswell,Defender,England,170cm,15/12/1989,2018/2019,West Ham United
Alex Cochrane,Defender,England,,21/04/2000,2021/2022,Brighton and Hove Albion
Alex Cochrane,Defender,England,,21/04/2000,2020/2021,Brighton & Hove Albion
Alex Cochrane,Defender,England,,21/04/2000,2019/2020,Brighton & Hove Albion
Ryan Longman,Forward,England,180cm,06/11/2000,2020/2021,Brighton and Hove Albion
Ryan Longman,Forward,England,180cm,06/11/2000,2019/2020,Brighton and Hove Albion
Yves Bissouma,Midfielder,Mali,182cm,30/08/1996,2021/2022,Brighton and Hove Albion
Yves Bissouma,Midfielder,Mali,182cm,30/08/1996,2020/2021,Brighton and Hove Albion
Yves Bissouma,Midfielder,Mali,182cm,30/08/1996,2019/2020,Brighton and Hove Albion
Yves Bissouma,Midfielder,Mali,182cm,30/08/1996,2018/2019,Brighton and Hove Albion
David de Gea,Goalkeeper,Spain,192cm,07/11/1990,2021/2022,Manchester United
David de Gea,Goalkeeper,Spain,192cm,07/11/1990,2020/2021,Manchester United
David de Gea,Goalkeeper,Spain,192cm,07/11/1990,2019/2020,Manchester United
David de Gea,Goalkeeper,Spain,192cm,07/11/1990,2018/2019,Manchester United
Przemyslaw Placheta,Midfielder,Poland,177cm,23/03/1998,2021/2022,Norwich City
Adama Traoré,Forward,Spain,178cm,25/01/1996,2021/2022,Wolverhampton Wanderers
Adama Traoré,Forward,Spain,178cm,25/01/1996,2020/2021,Wolverhampton Wanderers
Adama Traoré,Forward,Spain,178cm,25/01/1996,2019/2020,Wolverhampton Wanderers
Adama Traoré,Forward,Spain,178cm,25/01/1996,2018/2019,Wolverhampton Wanderers
Jake Eastwood,Goalkeeper,England,193cm,03/10/1996,2020/2021,Sheffield United
Jake Eastwood,Goalkeeper,England,193cm,03/10/1996,2019/2020,Sheffield United
Jack Robinson,Defender,England,168cm,01/09/1993,2020/2021,Sheffield United
Jack Robinson,Defender,England,168cm,01/09/1993,2019/2020,Sheffield United
Rafa Mir,Forward,Spain,191cm,18/06/1997,2021/2022,Wolverhampton Wanderers
Rafa Mir,Forward,Spain,191cm,18/06/1997,2019/2020,Wolverhampton Wanderers
Rafa Mir,Forward,Spain,191cm,18/06/1997,2018/2019,Wolverhampton Wanderers
Rui Fonte,Forward,Portugal,179cm,23/04/1990,2018/2019,Fulham
Hannibal Mejbri,Midfielder,Tunisia,177cm,21/01/2003,2021/2022,Manchester United
Hannibal Mejbri,Midfielder,Tunisia,177cm,21/01/2003,2020/2021,Manchester United
Jan Mlakar,Forward,Slovenia,183cm,23/10/1998,2021/2022,Brighton and Hove Albion
Jan Mlakar,Forward,Slovenia,183cm,23/10/1998,2019/2020,Brighton and Hove Albion
Jan Mlakar,Forward,Slovenia,183cm,23/10/1998,2018/2019,Brighton and Hove Albion
Marc Navarro,Defender,Spain,188cm,02/07/1995,2021/2022,Watford
Marc Navarro,Defender,Spain,188cm,02/07/1995,2019/2020,Watford
Marc Navarro,Defender,Spain,188cm,02/07/1995,2018/2019,Watford
Florian Lejeune,Defender,France,189cm,20/05/1991,2021/2022,Newcastle United
Florian Lejeune,Defender,France,189cm,20/05/1991,2020/2021,Newcastle United
Florian Lejeune,Defender,France,189cm,20/05/1991,2019/2020,Newcastle United
Florian Lejeune,Defender,France,189cm,20/05/1991,2018/2019,Newcastle United
